"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","ID (Barcodes)","Barcode (Barcodes)","Barcode Type (Barcodes)","UOM (Barcodes)","Colour (Variant Attributes)","Attribute Value (Variant Attributes)","Default Warehouse (Item Defaults)"
"","","","","","","","","","L - 58",""
"ENB-THR-SIN-WHO-M","Bisht / Open Front Throws","Size",1500.0,"mmrd8sr45r","6574485677","CODE-39","Size","","White with Orange Contrast","Stores - BAE"
"","","","","","","","","","M - 56",""
"ENB-THR-SIN-WHO-S","Bisht / Open Front Throws","Size",1500.0,"mmq3lf5h7e","6574485683","CODE-39","Size","","White with Orange Contrast","Stores - BAE"
"","","","","","","","","","S - 54",""
"ENB-THR-SIN","Bisht / Open Front Throws","Size",1500.0,"mmuuirbv8e","657448","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"AJE-ABA-SIN-CBR-XL","Aswad Premium Collection","Size",1595.0,"mqbhdtf9bn","7018483916","CODE-39","Size","","Chocolate Brown","Stores - BAE"
"","","","","","","","","","XL - 60",""
"AJE-ABA-SIN-CAR-XL","Aswad Premium Collection","Size",1595.0,"mqca0om7um","7018483616","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","XL - 60",""
"AJE-ABA-SIN-BLK-XL","Aswad Premium Collection","Size",1595.0,"mjbahshake","7018481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"AJE-ABA-SIN-CBR-L","Aswad Premium Collection","Size",1595.0,"mqdujf8gfk","7018483976","CODE-39","Size","","Chocolate Brown","Stores - BAE"
"","","","","","","","","","L - 58",""
"AJE-ABA-SIN-CAR-L","Aswad Premium Collection","Size",1595.0,"","","","","","Caramel","Stores - BAE"
"","","","","","","","","","L - 58",""
"AJE-ABA-SIN-BLK-L","Aswad Premium Collection","Size",1595.0,"mjdm508i63","7018481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"AJE-ABA-SIN-CBR-M","Aswad Premium Collection","Size",1595.0,"mqdildcht4","7018483977","CODE-39","Size","","Chocolate Brown","Stores - BAE"
"","","","","","","","","","M - 56",""
"AJE-ABA-SIN-CAR-M","Aswad Premium Collection","Size",1595.0,"","","","","","Caramel","Stores - BAE"
"","","","","","","","","","M - 56",""
"AJE-ABA-SIN-BLK-M","Aswad Premium Collection","Size",1595.0,"mjcne5duo8","7018481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"AJE-ABA-SIN-CBR-S","Aswad Premium Collection","Size",1595.0,"mqc3iv6i4q","7018483983","CODE-39","Size","","Chocolate Brown","Stores - BAE"
"","","","","","","","","","S - 54",""
"AJE-ABA-SIN-CAR-S","Aswad Premium Collection","Size",1595.0,"","","","","","Caramel","Stores - BAE"
"","","","","","","","","","S - 54",""
"AJE-ABA-SIN-BLK-S","Aswad Premium Collection","Size",1595.0,"mjdd4n3b9u","7018481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"AJE-ABA-SIN-CBR-XS","Aswad Premium Collection","Size",1595.0,"mqa0rvkvob","7018483937","CODE-39","Size","","Chocolate Brown","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AJE-ABA-SIN-CAR-XS","Aswad Premium Collection","Size",1595.0,"","","","","","Caramel","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AJE-ABA-SIN-BLK-XS","Aswad Premium Collection","Size",1595.0,"mjb43h0s4p","7018481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AJE-ABA-SIN","Aswad Premium Collection","Size",1595.0,"","","","","","","Stores - BAE"
"","","","","","","","","","",""
"SAS-ABA-SIN-TGR-XL","Aswad Premium Collection","Size",1695.0,"ms696re8jt","5918487116","CODE-39","Size","","Two Tones Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"SAS-ABA-SIN-TGR-L","Aswad Premium Collection","Size",1695.0,"ms4nagg5c2","5918487176","CODE-39","Size","","Two Tones Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"SAS-ABA-SIN-TGR-M","Aswad Premium Collection","Size",1695.0,"ms5las4s4r","5918487177","CODE-39","Size","","Two Tones Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"SAS-ABA-SIN-TGR-S","Aswad Premium Collection","Size",1695.0,"ms580cctt8","5918487183","CODE-39","Size","","Two Tones Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"SAS-ABA-SIN","Aswad Premium Collection","Size",1695.0,"ms7itrnf53","591848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALH-ABA-SIN-WHT-XL","Aswad Classic Colour Collection","Size",1250.0,"nsi4pdo1m5","9718489116","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALH-ABA-SIN-WHT-L","Aswad Classic Colour Collection","Size",1250.0,"nsp6qejlpp","9718489176","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALH-ABA-SIN-WHT-M","Aswad Classic Colour Collection","Size",1250.0,"nspddve0e0","9718489177","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALH-ABA-SIN-WHT-S","Aswad Classic Colour Collection","Size",1250.0,"nso4p0ap5t","9718489183","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALH-ABA-SIN-WHT-XS","Aswad Classic Colour Collection","Size",1250.0,"nsi5u9vokc","9718489137","CODE-39","Size","","White","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALH-ABA-SIN","Aswad Classic Colour Collection","Size",1250.0,"o0r7u1r6jj","971848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALJ-ABA-SIN-BLU-XXL","Aswad Classic Colour Collection","Size",1250.0,"mlp4c2g6da","1118488984","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALJ-ABA-SIN-BLK-XXL","Aswad Classic Colour Collection","Size",1250.0,"mlqcujuvp3","1118481984","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"ALJ-ABA-SIN-BLU-XL","Aswad Classic Colour Collection","Size",1250.0,"mlrf98lsea","1118488916","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-ABA-SIN-BLK-XL","Aswad Classic Colour Collection","Size",1250.0,"mlsc7eeead","1118481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-ABA-SIN-BLU-L","Aswad Classic Colour Collection","Size",1250.0,"mltsg589hk","1118488976","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALJ-ABA-SIN-BLK-L","Aswad Classic Colour Collection","Size",1250.0,"mlv4a9ajqk","1118481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALJ-ABA-SIN-BLU-M","Aswad Classic Colour Collection","Size",1250.0,"mltoq2n11u","1118488977","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALJ-ABA-SIN-BLK-M","Aswad Classic Colour Collection","Size",1250.0,"mluj5t61e7","1118481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALJ-ABA-SIN-BLU-S","Aswad Classic Colour Collection","Size",1250.0,"mls679uif1","1118488983","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALJ-ABA-SIN-BLK-S","Aswad Classic Colour Collection","Size",1250.0,"mlu8bjt8tn","1118481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALJ-ABA-SIN-BLU-XS","Aswad Classic Colour Collection","Size",1250.0,"mlqntp278d","1118488937","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-ABA-SIN-BLK-XS","Aswad Classic Colour Collection","Size",1250.0,"mlr8mbdi0l","1118481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-ABA-SIN","Aswad Classic Colour Collection","Size",1250.0,"mm091qr2n3","111848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALW-ABA-SIN-ROS-L","Aswad Classic Black Collection","Size",1395.0,"mpd73fnc35","0218480076","CODE-39","Size","","Rose","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALW-ABA-SIN-SAG-L","Aswad Classic Black Collection","Size",1395.0,"mpfugp2237","0218487576","CODE-39","Size","","Sage","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALW-ABA-SIN-BLK-L","Aswad Classic Black Collection","Size",1395.0,"mpdhma316p","0218481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALW-ABA-SIN-ROS-M","Aswad Classic Black Collection","Size",1395.0,"mpeg9tb1a3","0218480077","CODE-39","Size","","Rose","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALW-ABA-SIN-SAG-M","Aswad Classic Black Collection","Size",1395.0,"mpgbrhg3cr","0218487577","CODE-39","Size","","Sage","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALW-ABA-SIN-BLK-M","Aswad Classic Black Collection","Size",1395.0,"mpme07aa9d","0218481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALW-ABA-SIN-ROS-S","Aswad Classic Black Collection","Size",1395.0,"mpe7fklnjv","0218480083","CODE-39","Size","","Rose","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALW-ABA-SIN-SAG-S","Aswad Classic Black Collection","Size",1395.0,"mpggv79nn7","0218487583","CODE-39","Size","","Sage","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALW-ABA-SIN-BLK-S","Aswad Classic Black Collection","Size",1395.0,"mplpk7hu1o","0218481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALW-ABA-SIN-ROS-XS","Aswad Classic Black Collection","Size",1395.0,"mphbot21v2","0218480037","CODE-39","Size","","Rose","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALW-ABA-SIN-SAG-XS","Aswad Classic Black Collection","Size",1395.0,"mpi66m08mu","0218487537","CODE-39","Size","","Sage","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALW-ABA-SIN-BLK-XS","Aswad Classic Black Collection","Size",1395.0,"mplsl6d2o2","0218481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALW-ABA-SIN-ROS-XXS","Aswad Classic Black Collection","Size",1395.0,"mpico2bmhk","0218480033","CODE-39","Size","","Rose","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"ALW-ABA-SIN-SAG-XXS","Aswad Classic Black Collection","Size",1395.0,"mpja1qhvi3","0218487533","CODE-39","Size","","Sage","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"ALW-ABA-SIN-BLK-XXS","Aswad Classic Black Collection","Size",1395.0,"mpjr1slqb7","0218481933","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"ALW-ABA-SIN","Aswad Classic Black Collection","Size",1395.0,"mpn8mfncsg","021848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"HAN-ABA-SIN-GRA-XXL","Aswad Classic Colour Collection","Size",1500.0,"ntlcgqknbk","1318487284","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"HAN-ABA-SIN-CRE-XXL","Aswad Classic Colour Collection","Size",1500.0,"ntm4s9phbg","1318489684","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"HAN-ABA-SIN-BLK-XXL","Aswad Classic Colour Collection","Size",1500.0,"ntmtl9jo3n","1318481984","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XXL - 62",""
"HAN-ABA-SIN-GRA-XL","Aswad Classic Colour Collection","Size",1500.0,"ntoun80edm","1318487216","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XL - 60",""
"HAN-ABA-SIN-CRE-XL","Aswad Classic Colour Collection","Size",1500.0,"ntpfljg81l","1318489616","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XL - 60",""
"HAN-ABA-SIN-BLK-XL","Aswad Classic Colour Collection","Size",1500.0,"ntqon79ofn","1318481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"HAN-ABA-SIN-GRA-L","Aswad Classic Colour Collection","Size",1500.0,"ntvkgkfbtg","1318487276","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"HAN-ABA-SIN-CRE-L","Aswad Classic Colour Collection","Size",1500.0,"nu1f38ms2g","1318489676","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","L - 58",""
"HAN-ABA-SIN-BLK-L","Aswad Classic Colour Collection","Size",1500.0,"nu3u8slh66","1318481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"HAN-ABA-SIN-GRA-M","Aswad Classic Colour Collection","Size",1500.0,"ntvkpp0ac8","1318487277","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"HAN-ABA-SIN-CRE-M","Aswad Classic Colour Collection","Size",1500.0,"nu06bo767i","1318489677","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","M - 56",""
"HAN-ABA-SIN-BLK-M","Aswad Classic Colour Collection","Size",1500.0,"nu2jrn5gb2","1318481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"HAN-ABA-SIN-GRA-S","Aswad Classic Colour Collection","Size",1500.0,"ntut7ol3d3","1318487283","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"HAN-ABA-SIN-CRE-S","Aswad Classic Colour Collection","Size",1500.0,"nu034ugtvl","1318489683","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","S - 54",""
"HAN-ABA-SIN-BLK-S","Aswad Classic Colour Collection","Size",1500.0,"nu1dac96ev","1318481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"HAN-ABA-SIN-GRA-XS","Aswad Classic Colour Collection","Size",1500.0,"ntn1gvm86d","1318487237","CODE-39","Size","","Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"HAN-ABA-SIN-CRE-XS","Aswad Classic Colour Collection","Size",1500.0,"nto1h3h2au","1318489637","CODE-39","Size","","Creame","Stores - BAE"
"","","","","","","","","","XS - 52",""
"HAN-ABA-SIN-BLK-XS","Aswad Classic Colour Collection","Size",1500.0,"ntqq126vul","1318481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"HAN-ABA-SIN","Aswad Classic Colour Collection","Size",1500.0,"o44a1l3trm","131848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALG-ABA-SIN-BGN-XL","Aswad Premium Collection","Size",1500.0,"nttpjhktni","9018482516","CODE-39","Size","","Black With Gold Nude","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALG-ABA-SIN-BGN-L","Aswad Premium Collection","Size",1500.0,"nu7jm4qu0l","9018482576","CODE-39","Size","","Black With Gold Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALG-ABA-SIN-BGN-M","Aswad Premium Collection","Size",1500.0,"nu6qqdkh31","9018482577","CODE-39","Size","","Black With Gold Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALG-ABA-SIN-BGN-S","Aswad Premium Collection","Size",1500.0,"nu6nqmjq8t","9018482583","CODE-39","Size","","Black With Gold Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALG-ABA-SIN-BGN-XS","Aswad Premium Collection","Size",1500.0,"ntsmhh602q","9018482537","CODE-39","Size","","Black With Gold Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALG-ABA-SIN-BBL-XL","Aswad Premium Collection","Size",1500.0,"ntu6pt2kvj","9018489616","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALG-ABA-SIN-BBL-L","Aswad Premium Collection","Size",1500.0,"nu9edh1fgp","9018489676","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALG-ABA-SIN-BBL-M","Aswad Premium Collection","Size",1500.0,"nu88eqs4eu","9018489677","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALG-ABA-SIN-BBL-S","Aswad Premium Collection","Size",1500.0,"nu8e0kl510","9018489683","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALG-ABA-SIN-BBL-XS","Aswad Premium Collection","Size",1500.0,"nttnjnbmml","9018489637","CODE-39","Size","","Black on Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALG-ABA-SIN-BLG-XL","Aswad Premium Collection","Size",1500.0,"ntr4ujoba0","9018489116","CODE-39","Size","","Black With Gold","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALG-ABA-SIN-BLG-L","Aswad Premium Collection","Size",1500.0,"nu5i40nql4","9018489176","CODE-39","Size","","Black With Gold","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALG-ABA-SIN-BLG-M","Aswad Premium Collection","Size",1500.0,"nu44tgu028","9018489177","CODE-39","Size","","Black With Gold","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALG-ABA-SIN-BLG-S","Aswad Premium Collection","Size",1500.0,"nu4d0irhkj","9018489183","CODE-39","Size","","Black With Gold","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALG-ABA-SIN-BLG-XS","Aswad Premium Collection","Size",1500.0,"ntrak5rmoe","9018489137","CODE-39","Size","","Black With Gold","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALG-ABA-SIN","Aswad Premium Collection","Size",1500.0,"o0abp6tok6","901848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"TAH-ABA-SIN-FOG-XL","Aswad Premium Collection","Size",1595.0,"nojjtd8hb3","8318480416","CODE-39","Size","","Forest Green","Stores - BAE"
"","","","","","","","","","XL - 60",""
"TAH-ABA-SIN-BLK-XL","Aswad Premium Collection","Size",1595.0,"nog07tk8du","8318481916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"TAH-ABA-SIN-FOG-L","Aswad Premium Collection","Size",1595.0,"nohce67k0c","8318480476","CODE-39","Size","","Forest Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"TAH-ABA-SIN-BLK-L","Aswad Premium Collection","Size",1595.0,"nof6cd83l5","8318481976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"TAH-ABA-SIN-FOG-M","Aswad Premium Collection","Size",1595.0,"noildg3qbo","8318480477","CODE-39","Size","","Forest Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"TAH-ABA-SIN-BLK-M","Aswad Premium Collection","Size",1595.0,"nofc6tfnbi","8318481977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"TAH-ABA-SIN-FOG-S","Aswad Premium Collection","Size",1595.0,"noitf37283","8318480483","CODE-39","Size","","Forest Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"TAH-ABA-SIN-BLK-S","Aswad Premium Collection","Size",1595.0,"nogds46fjl","8318481983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"TAH-ABA-SIN-FOG-XS","Aswad Premium Collection","Size",1595.0,"nok2prqg6s","8318480437","CODE-39","Size","","Forest Green","Stores - BAE"
"","","","","","","","","","XS - 52",""
"TAH-ABA-SIN-BLK-XS","Aswad Premium Collection","Size",1595.0,"noh6jo88kv","8318481937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"TAH-ABA-SIN","Aswad Premium Collection","Size",1595.0,"nokv0g9rqh","831848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"RAN-ABA-SIN-XL-STA","Exclusive Abayas","Size",2200.0,"nv0q105qc0","2318481690","CODE-39","Size","","XL - 60","Stores - BAE"
"","","","","","","","","","Standard",""
"RAN-ABA-SIN-L-STA","Exclusive Abayas","Size",2200.0,"nv2almfmdp","2318487690","CODE-39","Size","","L - 58","Stores - BAE"
"","","","","","","","","","Standard",""
"RAN-ABA-SIN-M-STA","Exclusive Abayas","Size",2200.0,"nv1np9h111","2318487790","CODE-39","Size","","M - 56","Stores - BAE"
"","","","","","","","","","Standard",""
"RAN-ABA-SIN-S-STA","Exclusive Abayas","Size",2200.0,"nv0693hieh","2318488390","CODE-39","Size","","S - 54","Stores - BAE"
"","","","","","","","","","Standard",""
"MEH-ABA-SIN-L-STA","Aswad Premium Collection","Size",1950.0,"nuv39bs7pm","8818487690","CODE-39","Size","","L - 58","Stores - BAE"
"","","","","","","","","","Standard",""
"MEH-ABA-SIN-M-STA","Aswad Premium Collection","Size",1950.0,"nuvevg878f","8818487790","CODE-39","Size","","M - 56","Stores - BAE"
"","","","","","","","","","Standard",""
"MEH-ABA-SIN-S-STA","Aswad Premium Collection","Size",1950.0,"nuuve04uvm","8818488390","CODE-39","Size","","S - 54","Stores - BAE"
"","","","","","","","","","Standard",""
"OMA-ABA-SIN-STA-L","Aswad Premium Collection","Size",1895.0,"nurvot592b","6518489076","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","L - 58",""
"OMA-ABA-SIN-STA-M","Aswad Premium Collection","Size",1895.0,"nurpo5ndgj","6518489077","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","M - 56",""
"OMA-ABA-SIN-STA-S","Aswad Premium Collection","Size",1895.0,"nuq8i8mbq4","6518489083","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","S - 54",""
"OMA-ABA-SIN","Aswad Premium Collection","Size",1895.0,"o650utmepa","651848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MEH-ABA-SIN","Aswad Premium Collection","Size",1950.0,"o5vv8efqta","881848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"RAN-ABA-SIN","Exclusive Abayas","Size",2200.0,"o6a3mscpak","231848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MAG-SET-MUK-GGE-L","Exclusive Abayas","Size",1750.0,"nuj1hmnib9","6978576776","CODE-39","Size","","Grey with Emerald Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAG-SET-MUK-GGE-M","Exclusive Abayas","Size",1750.0,"nui1kd5ahm","6978576777","CODE-39","Size","","Grey with Emerald Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAG-SET-MUK-GGE-S","Exclusive Abayas","Size",1750.0,"nuhptifmel","6978576783","CODE-39","Size","","Grey with Emerald Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAG-SET-MUK","Exclusive Abayas","Size",1750.0,"o5cld01saq","697857","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ZUH-ABA-SIN-L-MIN","Aswad Premium Collection","Size",1950.0,"mrcg0kkdgk","4918487642","CODE-39","Size","","L - 58","Stores - BAE"
"","","","","","","","","","Mint",""
"ZUH-ABA-SIN-L-NUD","Aswad Premium Collection","Size",1950.0,"mrdt7nqhpi","4918487609","CODE-39","Size","","L - 58","Stores - BAE"
"","","","","","","","","","Nude",""
"ZUH-ABA-SIN-M-MIN","Aswad Premium Collection","Size",1950.0,"mrd04m8dv0","4918487742","CODE-39","Size","","M - 56","Stores - BAE"
"","","","","","","","","","Mint",""
"ZUH-ABA-SIN-M-NUD","Aswad Premium Collection","Size",1950.0,"mrejoigm4k","4918487709","CODE-39","Size","","M - 56","Stores - BAE"
"","","","","","","","","","Nude",""
"ZUH-ABA-SIN-S-MIN","Aswad Premium Collection","Size",1950.0,"mrel04qu1o","4918488342","CODE-39","Size","","S - 54","Stores - BAE"
"","","","","","","","","","Mint",""
"ZUH-ABA-SIN-S-NUD","Aswad Premium Collection","Size",1950.0,"mrfdh7bto4","4918488309","CODE-39","Size","","S - 54","Stores - BAE"
"","","","","","","","","","Nude",""
"ZUH-ABA-SIN-XS-MIN","Aswad Premium Collection","Size",1950.0,"mrf395905a","4918483742","CODE-39","Size","","XS - 52","Stores - BAE"
"","","","","","","","","","Mint",""
"ZUH-ABA-SIN-XS-NUD","Aswad Premium Collection","Size",1950.0,"mrgqeks4a0","4918483709","CODE-39","Size","","XS - 52","Stores - BAE"
"","","","","","","","","","Nude",""
"ZUH-ABA-SIN-XXS-MIN","Aswad Premium Collection","Size",1950.0,"mrh85dso2t","4918483342","CODE-39","Size","","XXS - 50","Stores - BAE"
"","","","","","","","","","Mint",""
"ZUH-ABA-SIN-XXS-NUD","Aswad Premium Collection","Size",1950.0,"mrhn344oil","4918483309","CODE-39","Size","","XXS - 50","Stores - BAE"
"","","","","","","","","","Nude",""
"ZUH-ABA-SIN","Aswad Premium Collection","Size",1950.0,"mrio2kujvc","491848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALL-ABA-SIN-BLU-XL","Exclusive Abayas","Size",1750.0,"nuf5a4f41g","2518488916","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALL-ABA-SIN-CAR-XL","Exclusive Abayas","Size",1750.0,"nueu99uivs","2518483616","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALL-ABA-SIN-STO-XL","Exclusive Abayas","Size",1750.0,"nudah27vnr","2518488816","CODE-39","Size","","Stone","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALL-ABA-SIN-AQM-XL","Exclusive Abayas","Size",1750.0,"nuhfk021sd","2518484716","CODE-39","Size","","Aqua Mist","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALL-ABA-SIN-BLU-L","Exclusive Abayas","Size",1750.0,"nuou2ccm4o","2518488976","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALL-ABA-SIN-CAR-L","Exclusive Abayas","Size",1750.0,"num4s7sp6e","2518483676","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALL-ABA-SIN-STO-L","Exclusive Abayas","Size",1750.0,"nukp25dvbi","2518488876","CODE-39","Size","","Stone","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALL-ABA-SIN-AQM-L","Exclusive Abayas","Size",1750.0,"nuqltcdme3","2518484776","CODE-39","Size","","Aqua Mist","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALL-ABA-SIN-BLU-M","Exclusive Abayas","Size",1750.0,"nuoc6dljum","2518488977","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALL-ABA-SIN-CAR-M","Exclusive Abayas","Size",1750.0,"numl8jfbc5","2518483677","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALL-ABA-SIN-STO-M","Exclusive Abayas","Size",1750.0,"nukm0eujfh","2518488877","CODE-39","Size","","Stone","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALL-ABA-SIN-AQM-M","Exclusive Abayas","Size",1750.0,"nup9cd26c2","2518484777","CODE-39","Size","","Aqua Mist","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALL-ABA-SIN-BLU-S","Exclusive Abayas","Size",1750.0,"nun3n4n249","2518488983","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALL-ABA-SIN-CAR-S","Exclusive Abayas","Size",1750.0,"nul3imo16u","2518483683","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALL-ABA-SIN-STO-S","Exclusive Abayas","Size",1750.0,"nujf2mr6du","2518488883","CODE-39","Size","","Stone","Stores - BAE"
