"Bulk Edit Items"
"Barcode","Has Item Scanned","Item Code","Item Name","Item Group","Warehouse","Quantity","Valuation Rate","Amount","Allow Zero Valuation Rate","Use Serial No / Batch Fields","Reconcile All Serial Nos / Batches","Serial / Batch Bundle","Current Serial / Batch Bundle","Serial No","Batch No","Current Qty","Current Amount","Current Valuation Rate","Current Serial No","Quantity Difference","Amount Difference"
"barcode","has_item_scanned","item_code","item_name","item_group","warehouse","qty","valuation_rate","amount","allow_zero_valuation_rate","use_serial_batch_fields","reconcile_all_serial_batch","serial_and_batch_bundle","current_serial_and_batch_bundle","serial_no","batch_no","current_qty","current_amount","current_valuation_rate","current_serial_no","quantity_difference","amount_difference"
" "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"The CSV format is case sensitive"
"Do not edit headers which are preset in the template"
"","","BYA-INL-SIN-CRE-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-CRE-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-CRE-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-GRA-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-NUD-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-NUD-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-NUD-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-NUD-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-NUD-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-NUD-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-RED-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-RED-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-RED-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-RED-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-RED-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-RED-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-STG-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-STG-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-STG-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-STG-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-STG-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-STG-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-BLK-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLK-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLK-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLK-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLK-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-BLK-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-BLU-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-BLU-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLU-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLU-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-BLU-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-BLU-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-CHO-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CHO-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CHO-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CHO-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CHO-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-CHO-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-CRE-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CRE-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CRE-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CRE-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CRE-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-CRE-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DBL-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-DBL-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-DBL-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DBL-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-DBL-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DBL-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-DGR-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DGR-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DGR-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DGR-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DGR-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-DGR-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-LBL-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-LBL-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-LBL-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-LBL-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-LBL-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-LBL-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-NUD-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-NUD-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-NUD-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-NUD-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-NUD-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-NUD-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-PEA-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-PEA-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-PEA-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-PEA-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-PEA-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-PEA-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-PNK-L","Sleeveless Inner Dress Nida-PNK-L","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-PNK-XL","Sleeveless Inner Dress Nida-PNK-XL","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-TUR-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-TUR-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-TUR-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-TUR-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-TUR-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-TUR-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-WHT-L","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-WHT-M","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-WHT-S","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INN-SIN-WHT-XL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-WHT-XS","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INN-SIN-WHT-XXL","Sleeveless Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-SCE-HAN-BST-STD","Scented Handy Wipes 10 wipes per pack -BST-STD","Webstore-Items","Durban Store - BAE",4,30,"","",1,"","","","","",4,"",30,"","",""
"","","BYA-SCE-HAN-MSC-STD","Scented Handy Wipes 10 wipes per pack -MSC-STD","Webstore-Items","Durban Store - BAE",3,30,"","",1,"","","","","",3,"",30,"","",""
"","","CRI-HIJ-SIN-ROB-MEA","Crinkle Textured Chiffon Hijabs-ROB-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","CRI-HIJ-SIN-SYE-MEA","Crinkle Textured Chiffon Hijabs-SYE-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","CRY-HIJ-SIN-BLU-MEA","Crystal  Bayt Al Emirati Hijabs  Premium Crepe Chiffon -BLU-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","CRY-HIJ-SIN-BRO-MEA","Crystal  Bayt Al Emirati Hijabs  Premium Crepe Chiffon -BRO-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","CRY-HIJ-SIN-GRA-MEA","Crystal  Bayt Al Emirati Hijabs  Premium Crepe Chiffon -GRA-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","DAN-THR-SIN-BLU-S","Daneen Bubble Sleeve Throw-BLU-S","Webstore-Items","Durban Store - BAE",1,500,"","",1,"","","","","",1,"",500,"","",""
"","","DAN-THR-SIN-PNK-M","Daneen Bubble Sleeve Throw-PNK-M","Webstore-Items","Durban Store - BAE",1,500,"","",1,"","","","","",1,"",500,"","",""
"","","DAN-THR-SIN-SIL-XS","Daneen Bubble Sleeve Throw-SIL-XS","Webstore-Items","Durban Store - BAE",1,500,"","",1,"","","","","",1,"",500,"","",""
"","","DUJ-HIJ-SIN-BLK-MEA","Premium Duja Al Lail Hijabs-BLK-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-CHR-MEA","Premium Duja Al Lail Hijabs-CHR-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-COF-MEA","Premium Duja Al Lail Hijabs-COF-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-CRE-MEA","Premium Duja Al Lail Hijabs-CRE-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-DGR-MEA","Premium Duja Al Lail Hijabs-DGR-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-EMG-MEA","Premium Duja Al Lail Hijabs-EMG-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-LAI-MEA","Premium Duja Al Lail Hijabs-LAI-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-LGA-MEA","Premium Duja Al Lail Hijabs-LGA-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-MUA-MEA","Premium Duja Al Lail Hijabs-MUA-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-NUD-MEA","Premium Duja Al Lail Hijabs-NUD-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-PNK-MEA","Premium Duja Al Lail Hijabs-PNK-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-SGR-MEA","Premium Duja Al Lail Hijabs-SGR-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","DUJ-HIJ-SIN-STG-MEA","Premium Duja Al Lail Hijabs-STG-MEA","Webstore-Items","Durban Store - BAE",1,350,"","",1,"","","","","",1,"",350,"","",""
"","","EMB-HIJ-SIN-CRE-MEA","Embroidered Dupatta (extra length)-CRE-MEA","Webstore-Items","Durban Store - BAE","",300,"","",1,"","","","","","","",300,"","",""
"","","EMI-HIJ-SIN-BLK-MEA","Emirati Rib Hijab Stretch Fabric-BLK-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-CHG-MEA","Emirati Rib Hijab Stretch Fabric-CHG-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-DBR-MEA","Emirati Rib Hijab Stretch Fabric-DBR-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-GRE-MEA","Emirati Rib Hijab Stretch Fabric-GRE-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-LBL-MEA","Emirati Rib Hijab Stretch Fabric-LBL-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-LBR-MEA","Emirati Rib Hijab Stretch Fabric-LBR-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-NYB-MEA","Emirati Rib Hijab Stretch Fabric-NYB-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","EMI-HIJ-SIN-YEL-MEA","Emirati Rib Hijab Stretch Fabric-YEL-MEA","Webstore-Items","Durban Store - BAE",1,200,"","",1,"","","","","",1,"",200,"","",""
"","","ENB-THR-SIN-BCG-L","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-BCG-M","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-BCG-S","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-BCG-XL","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-WHO-L","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE",2,1500,"","",1,"","","","","",2,"",1500,"","",""
"","","ENB-THR-SIN-WHO-M","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-WHO-S","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","ENB-THR-SIN-WHO-XL","Enya Bisht Open Front Throw - Hijab Not Included","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","ERI-DRE-SET-BEW-M","Erina Exclusive Set-BEW-M","Webstore-Items","Durban Store - BAE",1,1450,"","",1,"","","","","",1,"",1450,"","",""
"","","ERI-DRE-SET-BWW-M","Erina Exclusive Set-BWW-M","Webstore-Items","Durban Store - BAE",1,1450,"","",1,"","","","","",1,"",1450,"","",""
"","","FEE-ABA-SET-BYF-L","Feeha Abaya Set-BYF-L","Webstore-Items","Durban Store - BAE",3,650,"","",1,"","","","","",3,"",650,"","",""
"","","FEE-ABA-SET-BYF-M","Feeha Abaya Set-BYF-M","Webstore-Items","Durban Store - BAE",5,650,"","",1,"","","","","",5,"",650,"","",""
"","","FEE-ABA-SET-BYF-S","Feeha Abaya Set-BYF-S","Webstore-Items","Durban Store - BAE",3,650,"","",1,"","","","","",3,"",650,"","",""
"","","FEE-ABA-SET-BYF-XL","Feeha Abaya Set-BYF-XL","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","FEE-ABA-SET-BYF-XS","Feeha Abaya Set-BYF-XS","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","FEE-ABA-SET-PPN-L","Feeha Abaya Set-PPN-L","Webstore-Items","Durban Store - BAE",3,650,"","",1,"","","","","",3,"",650,"","",""
"","","FEE-ABA-SET-PPN-M","Feeha Abaya Set-PPN-M","Webstore-Items","Durban Store - BAE",2,650,"","",1,"","","","","",2,"",650,"","",""
"","","FEE-ABA-SET-PPN-S","Feeha Abaya Set-PPN-S","Webstore-Items","Durban Store - BAE",1,650,"","",1,"","","","","",1,"",650,"","",""
"","","FEE-ABA-SET-PPN-XL","Feeha Abaya Set-PPN-XL","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","FEE-ABA-SET-PPN-XS","Feeha Abaya Set-PPN-XS","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","FIR-ABA-SIN-DEB-KFF","Firdows Kids Abaya -DEB-KFF","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KFS","Firdows Kids Abaya -DEB-KFS","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KFT","Firdows Kids Abaya -DEB-KFT","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KFY","Firdows Kids Abaya -DEB-KFY","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KTE","Firdows Kids Abaya -DEB-KTE","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KTF","Firdows Kids Abaya -DEB-KTF","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KTS","Firdows Kids Abaya -DEB-KTS","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","FIR-ABA-SIN-DEB-KTT","Firdows Kids Abaya -DEB-KTT","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-ABA-SIN-DEB-KTY","Firdows Kids Abaya -DEB-KTY","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","FIR-UND-SIN-CRE-STD","Firdevs Undercaps-CRE-STD","Webstore-Items","Durban Store - BAE",1,100,"","",1,"","","","","",1,"",100,"","",""
"","","FIR-UND-SIN-NAV-STD","Firdevs Undercaps-NAV-STD","Webstore-Items","Durban Store - BAE",1,100,"","",1,"","","","","",1,"",100,"","",""
"","","FIR-UND-SIN-NUD-STD","Firdevs Undercaps-NUD-STD","Webstore-Items","Durban Store - BAE",1,100,"","",1,"","","","","",1,"",100,"","",""
"","","FIR-UND-SIN-WHT-STD","Firdevs Undercaps-WHT-STD","Webstore-Items","Durban Store - BAE",1,100,"","",1,"","","","","",1,"",100,"","",""
"","","GEO-HIJ-SIN-OAT-MEA","Georgette Chiffon Hijab-OAT-MEA","Webstore-Items","Durban Store - BAE",1,120,"","",1,"","","","","",1,"",120,"","",""
"","","HAN-ABA-SIN-BLK-L","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",5,1500,"","",1,"","","","","",5,"",1500,"","",""
