"Bulk Edit Items"
"Barcode","Has Item Scanned","Item Code","Item Name","Item Group","Warehouse","Quantity","Valuation Rate","Amount","Allow Zero Valuation Rate","Use Serial No / Batch Fields","Reconcile All Serial Nos / Batches","Serial / Batch Bundle","Current Serial / Batch Bundle","Serial No","Batch No","Current Qty","Current Amount","Current Valuation Rate","Current Serial No","Quantity Difference","Amount Difference"
"barcode","has_item_scanned","item_code","item_name","item_group","warehouse","qty","valuation_rate","amount","allow_zero_valuation_rate","use_serial_batch_fields","reconcile_all_serial_batch","serial_and_batch_bundle","current_serial_and_batch_bundle","serial_no","batch_no","current_qty","current_amount","current_valuation_rate","current_serial_no","quantity_difference","amount_difference"
" "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"The CSV format is case sensitive"
"Do not edit headers which are preset in the template"
"","","ALJ-INN-SIN-LGR-L","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-LGR-M","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-LGR-S","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-LGR-XL","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-LGR-XS","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-NAV-L","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-NAV-M","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-NAV-S","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-NAV-XL","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-NAV-XS","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-NUD-L","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-NUD-M","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-NUD-S","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-NUD-XL","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-NUD-XS","Al Jood Sleeveless Inner Dress","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-PUR-L","Al Jood Sleeveless Inner Dress-PUR-L","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","ALJ-INN-SIN-PUR-M","Al Jood Sleeveless Inner Dress-PUR-M","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALJ-INN-SIN-PUR-S","Al Jood Sleeveless Inner Dress-PUR-S","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","ALK-PRE-COL-BEI-STD","Al Khalifa Collection Premium Emirati Kandura / Thobe-BEI-STD","Webstore-Items","Durban Store - BAE","",1200,"","",1,"","","","","","","",1200,"","",""
"","","ALK-PRE-COL-SKB-STD","Al Khalifa Collection Premium Emirati Kandura / Thobe-SKB-STD","Webstore-Items","Durban Store - BAE","",1200,"","",1,"","","","","","","",1200,"","",""
"","","ALK-PRE-COL-STC-STD","Al Khalifa Collection Premium Emirati Kandura / Thobe-STC-STD","Webstore-Items","Durban Store - BAE","",1200,"","",1,"","","","","","","",1200,"","",""
"","","ALK-PRE-COL-WHT-STD","Al Khalifa Collection Premium Emirati Kandura / Thobe-WHT-STD","Webstore-Items","Durban Store - BAE","",1200,"","",1,"","","","","","","",1200,"","",""
"","","ALL-ABA-SIN-AQM-L","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-AQM-M","Al Layali Abaya","Webstore-Items","Durban Store - BAE",4,1750,"","",1,"","","","","",4,"",1750,"","",""
"","","ALL-ABA-SIN-AQM-S","Al Layali Abaya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","ALL-ABA-SIN-AQM-XL","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-AQM-XS","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-BLU-L","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-BLU-M","Al Layali Abaya","Webstore-Items","Durban Store - BAE",3,1750,"","",1,"","","","","",3,"",1750,"","",""
"","","ALL-ABA-SIN-BLU-S","Al Layali Abaya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","ALL-ABA-SIN-BLU-XL","Al Layali Abaya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","ALL-ABA-SIN-BLU-XS","Al Layali Abaya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","ALL-ABA-SIN-CAR-L","Al Layali Abaya","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","ALL-ABA-SIN-CAR-M","Al Layali Abaya","Webstore-Items","Durban Store - BAE",4,1750,"","",1,"","","","","",4,"",1750,"","",""
"","","ALL-ABA-SIN-CAR-S","Al Layali Abaya","Webstore-Items","Durban Store - BAE",4,1750,"","",1,"","","","","",4,"",1750,"","",""
"","","ALL-ABA-SIN-CAR-XL","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-CAR-XS","Al Layali Abaya","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","ALL-ABA-SIN-STO-L","Al Layali Abaya","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","ALL-ABA-SIN-STO-M","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-STO-S","Al Layali Abaya","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","ALL-ABA-SIN-STO-XL","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALL-ABA-SIN-STO-XS","Al Layali Abaya","Webstore-Items","Durban Store - BAE","",1750,"","",1,"","","","","","","",1750,"","",""
"","","ALM-ABA-SET-BPL-L","Almaas Abaya Set (limited edition)-BPL-L","Webstore-Items","Durban Store - BAE",2,1100,"","",1,"","","","","",2,"",1100,"","",""
"","","ALM-ABA-SET-BPL-M","Almaas Abaya Set (limited edition)-BPL-M","Webstore-Items","Durban Store - BAE","",1100,"","",1,"","","","","","","",1100,"","",""
"","","ALM-ABA-SET-BPL-S","Almaas Abaya Set (limited edition)-BPL-S","Webstore-Items","Durban Store - BAE",1,1100,"","",1,"","","","","",1,"",1100,"","",""
"","","ALM-ABA-SET-BYL-L","Almaas Abaya Set (limited edition)-BYL-L","Webstore-Items","Durban Store - BAE",2,1100,"","",1,"","","","","",2,"",1100,"","",""
"","","ALM-ABA-SET-BYL-M","Almaas Abaya Set (limited edition)-BYL-M","Webstore-Items","Durban Store - BAE",2,1100,"","",1,"","","","","",2,"",1100,"","",""
"","","ALM-ABA-SET-BYL-S","Almaas Abaya Set (limited edition)-BYL-S","Webstore-Items","Durban Store - BAE","",1100,"","",1,"","","","","","","",1100,"","",""
"","","ALM-ABA-SET-DPL-L","Almaas Abaya Set (limited edition)-DPL-L","Webstore-Items","Durban Store - BAE",3,1100,"","",1,"","","","","",3,"",1100,"","",""
"","","ALM-ABA-SET-DPL-M","Almaas Abaya Set (limited edition)-DPL-M","Webstore-Items","Durban Store - BAE",4,1100,"","",1,"","","","","",4,"",1100,"","",""
"","","ALM-ABA-SET-DPL-S","Almaas Abaya Set (limited edition)-DPL-S","Webstore-Items","Durban Store - BAE",3,1100,"","",1,"","","","","",3,"",1100,"","",""
"","","ALM-ABA-SET-PPL-L","Almaas Abaya Set (limited edition)-PPL-L","Webstore-Items","Durban Store - BAE",1,1100,"","",1,"","","","","",1,"",1100,"","",""
"","","ALM-ABA-SET-PPL-M","Almaas Abaya Set (limited edition)-PPL-M","Webstore-Items","Durban Store - BAE",1,1100,"","",1,"","","","","",1,"",1100,"","",""
"","","ALM-ABA-SET-PPL-S","Almaas Abaya Set (limited edition)-PPL-S","Webstore-Items","Durban Store - BAE","",1100,"","",1,"","","","","","","",1100,"","",""
"","","ALM-ABA-SET-PRL-L","Almaas Abaya Set (limited edition)-PRL-L","Webstore-Items","Durban Store - BAE","",1100,"","",1,"","","","","","","",1100,"","",""
"","","ALM-ABA-SET-PRL-M","Almaas Abaya Set (limited edition)-PRL-M","Webstore-Items","Durban Store - BAE",1,1100,"","",1,"","","","","",1,"",1100,"","",""
"","","ALM-ABA-SET-PRL-S","Almaas Abaya Set (limited edition)-PRL-S","Webstore-Items","Durban Store - BAE","",1100,"","",1,"","","","","","","",1100,"","",""
"","","ALM-BIS-SIN-STA-L","Al Amwaj Bisht Throw","Webstore-Items","Durban Store - BAE","",1595,"","",1,"","","","","","","",1595,"","",""
"","","ALM-BIS-SIN-STA-M","Al Amwaj Bisht Throw","Webstore-Items","Durban Store - BAE",1,1595,"","",1,"","","","","",1,"",1595,"","",""
"","","ALM-BIS-SIN-STA-S","Al Amwaj Bisht Throw","Webstore-Items","Durban Store - BAE","",1595,"","",1,"","","","","","","",1595,"","",""
"","","ALM-CAP-SIN-BLK-L","Al Maisa Cape-BLK-L","Webstore-Items","Durban Store - BAE",3,2250,"","",1,"","","","","",3,"",2250,"","",""
"","","ALM-CAP-SIN-BLK-M","Al Maisa Cape-BLK-M","Webstore-Items","Durban Store - BAE","",2250,"","",1,"","","","","","","",2250,"","",""
"","","ALM-CAP-SIN-BLK-S","Al Maisa Cape-BLK-S","Webstore-Items","Durban Store - BAE",1,2250,"","",1,"","","","","",1,"",2250,"","",""
"","","ALM-CAP-SIN-CRE-L","Al Maisa Cape-CRE-L","Webstore-Items","Durban Store - BAE",2,2250,"","",1,"","","","","",2,"",2250,"","",""
"","","ALM-CAP-SIN-CRE-M","Al Maisa Cape-CRE-M","Webstore-Items","Durban Store - BAE","",2250,"","",1,"","","","","","","",2250,"","",""
"","","ALM-CAP-SIN-CRE-S","Al Maisa Cape-CRE-S","Webstore-Items","Durban Store - BAE","",2250,"","",1,"","","","","","","",2250,"","",""
"","","ALQ-ABA-SIN-BLK-L","Al Qattara Farasha","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALQ-ABA-SIN-BLK-M","Al Qattara Farasha","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALQ-ABA-SIN-BLK-S","Al Qattara Farasha","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALQ-ABA-SIN-BLK-XS","Al Qattara Farasha","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALR-ABA-SIN-BLK-L","Al Ruyaa Abaya","Webstore-Items","Durban Store - BAE","",1450,"","",1,"","","","","","","",1450,"","",""
"","","ALR-ABA-SIN-BLK-M","Al Ruyaa Abaya","Webstore-Items","Durban Store - BAE","",1450,"","",1,"","","","","","","",1450,"","",""
"","","ALR-ABA-SIN-BLK-S","Al Ruyaa Abaya","Webstore-Items","Durban Store - BAE",1,1450,"","",1,"","","","","",1,"",1450,"","",""
"","","ALR-ABA-SIN-BLK-XL","Al Ruyaa Abaya","Webstore-Items","Durban Store - BAE","",1450,"","",1,"","","","","","","",1450,"","",""
"","","ALR-ABA-SIN-BLK-XS","Al Ruyaa Abaya","Webstore-Items","Durban Store - BAE","",1450,"","",1,"","","","","","","",1450,"","",""
"","","ALS-ABA-SIN-BBL-L","Al Seef Abaya","Webstore-Items","Durban Store - BAE",3,1750,"","",1,"","","","","",3,"",1750,"","",""
"","","ALS-ABA-SIN-BBL-M","Al Seef Abaya","Webstore-Items","Durban Store - BAE",6,1750,"","",1,"","","","","",6,"",1750,"","",""
"","","ALS-ABA-SIN-BBL-S","Al Seef Abaya","Webstore-Items","Durban Store - BAE",6,1750,"","",1,"","","","","",6,"",1750,"","",""
"","","ALS-ABA-SIN-BBL-XL","Al Seef Abaya","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","ALS-ABA-SIN-BBL-XS","Al Seef Abaya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","ALW-ABA-SIN-BLK-L","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",4,1395,"","",1,"","","","","",4,"",1395,"","",""
"","","ALW-ABA-SIN-BLK-M","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALW-ABA-SIN-BLK-S","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",6,1395,"","",1,"","","","","",6,"",1395,"","",""
"","","ALW-ABA-SIN-BLK-XS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",1,1395,"","",1,"","","","","",1,"",1395,"","",""
"","","ALW-ABA-SIN-BLK-XXS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALW-ABA-SIN-ROS-L","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALW-ABA-SIN-ROS-M","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALW-ABA-SIN-ROS-S","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","ALW-ABA-SIN-ROS-XS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",1,1395,"","",1,"","","","","",1,"",1395,"","",""
"","","ALW-ABA-SIN-ROS-XXS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",1,1395,"","",1,"","","","","",1,"",1395,"","",""
"","","ALW-ABA-SIN-SAG-L","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",2,1395,"","",1,"","","","","",2,"",1395,"","",""
"","","ALW-ABA-SIN-SAG-M","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",3,1395,"","",1,"","","","","",3,"",1395,"","",""
"","","ALW-ABA-SIN-SAG-S","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",3,1395,"","",1,"","","","","",3,"",1395,"","",""
"","","ALW-ABA-SIN-SAG-XS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE",2,1395,"","",1,"","","","","",2,"",1395,"","",""
"","","ALW-ABA-SIN-SAG-XXS","Al Waha Frill Abaya","Webstore-Items","Durban Store - BAE","",1395,"","",1,"","","","","","","",1395,"","",""
"","","AMI-ABA-SIN-NSI-FFR","Amina Kids Abaya-NSI-FFR","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","AMI-ABA-SIN-NSI-FRT","Amina Kids Abaya-NSI-FRT","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","AMI-ABA-SIN-NSI-FSX","Amina Kids Abaya-NSI-FSX","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","AMI-ABA-SIN-NSI-FTW","Amina Kids Abaya-NSI-FTW","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","AMI-ABA-SIN-NSI-TET","Amina Kids Abaya-NSI-TET","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","AMI-ABA-SIN-NSI-TFR","Amina Kids Abaya-NSI-TFR","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","AMI-ABA-SIN-NSI-TSX","Amina Kids Abaya-NSI-TSX","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","AQS-ABA-SET-BLK-L","Aqsa 3 Piece Set-BLK-L","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","AQS-ABA-SET-BLK-M","Aqsa 3 Piece Set-BLK-M","Webstore-Items","Durban Store - BAE",4,700,"","",1,"","","","","",4,"",700,"","",""
"","","AQS-ABA-SET-BLK-S","Aqsa 3 Piece Set-BLK-S","Webstore-Items","Durban Store - BAE",3,700,"","",1,"","","","","",3,"",700,"","",""
"","","AQS-ABA-SET-BLK-XL","Aqsa 3 Piece Set-BLK-XL","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-BLK-XS","Aqsa 3 Piece Set-BLK-XS","Webstore-Items","Durban Store - BAE",3,700,"","",1,"","","","","",3,"",700,"","",""
"","","AQS-ABA-SET-OAT-L","Aqsa 3 Piece Set-OAT-L","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","AQS-ABA-SET-OAT-M","Aqsa 3 Piece Set-OAT-M","Webstore-Items","Durban Store - BAE",3,700,"","",1,"","","","","",3,"",700,"","",""
"","","AQS-ABA-SET-OAT-S","Aqsa 3 Piece Set-OAT-S","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","AQS-ABA-SET-OAT-XL","Aqsa 3 Piece Set-OAT-XL","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-OAT-XS","Aqsa 3 Piece Set-OAT-XS","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","AQS-ABA-SET-RPK-L","Aqsa 3 Piece Set-RPK-L","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","AQS-ABA-SET-RPK-M","Aqsa 3 Piece Set-RPK-M","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-RPK-S","Aqsa 3 Piece Set-RPK-S","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-RPK-XL","Aqsa 3 Piece Set-RPK-XL","Webstore-Items","Durban Store - BAE",1,700,"","",1,"","","","","",1,"",700,"","",""
"","","AQS-ABA-SET-RPK-XS","Aqsa 3 Piece Set-RPK-XS","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-SAG-L","Aqsa 3 Piece Set-SAG-L","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-SAG-M","Aqsa 3 Piece Set-SAG-M","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-SAG-S","Aqsa 3 Piece Set-SAG-S","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","AQS-ABA-SET-SAG-XL","Aqsa 3 Piece Set-SAG-XL","Webstore-Items","Durban Store - BAE",1,700,"","",1,"","","","","",1,"",700,"","",""
"","","AQS-ABA-SET-SAG-XS","Aqsa 3 Piece Set-SAG-XS","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","ASI-ABA-SIN-BLK-L","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-BLK-M","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-BLK-S","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-BLK-XL","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-BLK-XS","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-NAV-L","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-NAV-M","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-NAV-S","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-NAV-XL","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","ASI-ABA-SIN-NAV-XS","Al Siwah Abaya","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","AZI-ABA-SIN-GON-L","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-GON-M","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-GON-S","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-GON-XS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-GON-XXS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-MGR-L","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-MGR-M","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-MGR-S","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-MGR-XS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-MGR-XXS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-STG-L","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-STG-M","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-STG-S","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-STG-XS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","AZI-ABA-SIN-STG-XXS","Azizi Abaya","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","BAK-MAJ-SIN-MAO-STD","Bakhoor Majid Al Oud-MAO-STD","Webstore-Items","Durban Store - BAE",2,80,"","",1,"","","","","",2,"",80,"","",""
"","","BAK-SHA-SIN-SAO-STD","Bakhoor - Shaghaf Al Oud-SAO-STD","Webstore-Items","Durban Store - BAE",1,80,"","",1,"","","","","",1,"",80,"","",""
"","","BAY-SCR-HAI-ACC-ITE","Scrunchies Assorted Colours","Webstore-Items","Durban Store - BAE",25,25,"","",1,"","","","","",25,"",25,"","",""
"","","BAY-UND-SIN-BLU-STD","Bayt Undercaps-BLU-STD","Webstore-Items","Durban Store - BAE",1,50,"","",1,"","","","","",1,"",50,"","",""
"","","BAY-UND-SIN-DEG-STD","Bayt Undercaps-DEG-STD","Webstore-Items","Durban Store - BAE",1,50,"","",1,"","","","","",1,"",50,"","",""
"","","BAY-UND-SIN-PNK-STD","Bayt Undercaps-PNK-STD","Webstore-Items","Durban Store - BAE",1,50,"","",1,"","","","","",1,"",50,"","",""
"","","BAY-UND-SIN-PPK-STD","Bayt Undercaps-PPK-STD","Webstore-Items","Durban Store - BAE",1,50,"","",1,"","","","","",1,"",50,"","",""
"","","BLA-GLO-SIN","Black Gloves","Webstore-Items","Durban Store - BAE",10,50,"","",1,"","","","","",10,"",50,"","",""
"","","BYA-INL-SIN-BEI-L","Longsleeve Inner Dress Nida-BEI-L","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BEI-M","Longsleeve Inner Dress Nida-BEI-M","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BEI-S","Longsleeve Inner Dress Nida-BEI-S","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BEI-XS","Longsleeve Inner Dress Nida-BEI-XS","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BLK-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-BLK-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-BLK-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BLK-XL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-BLK-XS","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-BLK-XXL","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
"","","BYA-INL-SIN-CRE-L","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-CRE-M","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE",1,250,"","",1,"","","","","",1,"",250,"","",""
"","","BYA-INL-SIN-CRE-S","Longsleeve Inner Dress Nida","Webstore-Items","Durban Store - BAE","",250,"","",1,"","","","","","","",250,"","",""
